"filename", "language", "Properties", "Python", "Markdown", "YAML", "C++", "C", "JavaScript", "CSS", "reStructuredText", "XML", "JSON", "GLSL", "toml", "HTML", "Ignore", "Lua", "CUDA C++", "Ini", "Batch", "PowerShell", "comment", "blank", "total"
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\tri\_triplot.pyi", "Python", 0, -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -16
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\tri\_trirefine.py", "Python", 0, -215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -51, -42, -308
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\tri\_trirefine.pyi", "Python", 0, -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -32
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\tri\_tritools.py", "Python", 0, -211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -36, -264
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\tri\_tritools.pyi", "Python", 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -13
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\tri\triangulation.py", "Python", 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -10
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\tri\tricontour.py", "Python", 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -10
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\tri\trifinder.py", "Python", 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -10
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\tri\triinterpolate.py", "Python", 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -10
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\tri\tripcolor.py", "Python", 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -10
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\tri\triplot.py", "Python", 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -10
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\tri\trirefine.py", "Python", 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -10
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\tri\tritools.py", "Python", 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -10
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\typing.py", "Python", 0, -43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -13, -61
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\units.py", "Python", 0, -148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -36, -196
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\widgets.py", "Python", 0, -3363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -209, -677, -4249
"d:\Code\Y4S12Software\Lib\site-packages\matplotlib\widgets.pyi", "Python", 0, -463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, -488
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\__init__.py", "Python", 0, -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3, -12
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axes_grid1\__init__.py", "Python", 0, -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -11
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axes_grid1\anchored_artists.py", "Python", 0, -401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -62, -463
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axes_grid1\axes_divider.py", "Python", 0, -567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -106, -695
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axes_grid1\axes_grid.py", "Python", 0, -467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -78, -551
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axes_grid1\axes_rgb.py", "Python", 0, -131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -26, -158
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axes_grid1\axes_size.py", "Python", 0, -191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -58, -249
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axes_grid1\inset_locator.py", "Python", 0, -453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -106, -562
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axes_grid1\mpl_axes.py", "Python", 0, -101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -25, -129
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axes_grid1\parasite_axes.py", "Python", 0, -203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -44, -258
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axes_grid1\tests\__init__.py", "Python", 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3, -11
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axes_grid1\tests\conftest.py", "Python", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axes_grid1\tests\test_axes_grid1.py", "Python", 0, -598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -60, -136, -794
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\__init__.py", "Python", 0, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -14
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\angle_helper.py", "Python", 0, -271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -103, -395
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\axes_divider.py", "Python", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\axes_grid.py", "Python", 0, -14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -24
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\axes_rgb.py", "Python", 0, -14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -19
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\axis_artist.py", "Python", 0, -869, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, -222, -1116
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\axisline_style.py", "Python", 0, -147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -41, -194
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\axislines.py", "Python", 0, -396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -118, -532
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\floating_axes.py", "Python", 0, -206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, -64, -299
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\grid_finder.py", "Python", 0, -266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -62, -336
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\grid_helper_curvelinear.py", "Python", 0, -270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -56, -337
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\parasite_axes.py", "Python", 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -8
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\tests\__init__.py", "Python", 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3, -11
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\tests\conftest.py", "Python", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\tests\test_angle_helper.py", "Python", 0, -116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -22, -142
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\tests\test_axis_artist.py", "Python", 0, -67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -29, -100
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\tests\test_axislines.py", "Python", 0, -105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -41, -148
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\tests\test_floating_axes.py", "Python", 0, -87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -23, -116
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\tests\test_grid_finder.py", "Python", 0, -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -35
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\axisartist\tests\test_grid_helper_curvelinear.py", "Python", 0, -137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -54, -208
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\mplot3d\__init__.py", "Python", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -4
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\mplot3d\art3d.py", "Python", 0, -974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -79, -200, -1253
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\mplot3d\axes3d.py", "Python", 0, -2605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -275, -569, -3449
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\mplot3d\axis3d.py", "Python", 0, -556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -88, -110, -754
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\mplot3d\proj3d.py", "Python", 0, -200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -55, -260
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\mplot3d\tests\__init__.py", "Python", 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3, -11
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\mplot3d\tests\conftest.py", "Python", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\mplot3d\tests\test_art3d.py", "Python", 0, -38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -12, -57
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\mplot3d\tests\test_axes3d.py", "Python", 0, -1726, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -117, -439, -2282
"d:\Code\Y4S12Software\Lib\site-packages\mpl_toolkits\mplot3d\tests\test_legend3d.py", "Python", 0, -88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -26, -118
"d:\Code\Y4S12Software\Lib\site-packages\msgpack\__init__.py", "Python", 0, -37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -18, -56
"d:\Code\Y4S12Software\Lib\site-packages\msgpack\exceptions.py", "Python", 0, -28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -19, -49
"d:\Code\Y4S12Software\Lib\site-packages\msgpack\ext.py", "Python", 0, -130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -36, -169
"d:\Code\Y4S12Software\Lib\site-packages\msgpack\fallback.py", "Python", 0, -812, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -119, -952
"d:\Code\Y4S12Software\Lib\site-packages\numba\__init__.py", "Python", 0, -159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -47, -45, -251
"d:\Code\Y4S12Software\Lib\site-packages\numba\__main__.py", "Python", 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -7
"d:\Code\Y4S12Software\Lib\site-packages\numba\_arraystruct.h", "C++", 0, 0, 0, 0, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -6, -22
"d:\Code\Y4S12Software\Lib\site-packages\numba\_devicearray.h", "C++", 0, 0, 0, 0, -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -7, -26
"d:\Code\Y4S12Software\Lib\site-packages\numba\_dynfunc.c", "C", 0, 0, 0, 0, 0, -418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -65, -46, -529
"d:\Code\Y4S12Software\Lib\site-packages\numba\_dynfuncmod.c", "C", 0, 0, 0, 0, 0, -73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -20, -94
"d:\Code\Y4S12Software\Lib\site-packages\numba\_hashtable.h", "C++", 0, 0, 0, 0, -97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -27, -133
"d:\Code\Y4S12Software\Lib\site-packages\numba\_helperlib.c", "C", 0, 0, 0, 0, 0, -896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -203, -145, -1244
"d:\Code\Y4S12Software\Lib\site-packages\numba\_helpermod.c", "C", 0, 0, 0, 0, 0, -221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -36, -278
"d:\Code\Y4S12Software\Lib\site-packages\numba\_lapack.c", "C", 0, 0, 0, 0, 0, -1388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -279, -280, -1947
"d:\Code\Y4S12Software\Lib\site-packages\numba\_numba_common.h", "C++", 0, 0, 0, 0, -17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -5, -44
"d:\Code\Y4S12Software\Lib\site-packages\numba\_pymodule.h", "C++", 0, 0, 0, 0, -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -33
"d:\Code\Y4S12Software\Lib\site-packages\numba\_random.c", "C", 0, 0, 0, 0, 0, -381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -60, -52, -493
"d:\Code\Y4S12Software\Lib\site-packages\numba\_typeof.h", "C++", 0, 0, 0, 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -17
"d:\Code\Y4S12Software\Lib\site-packages\numba\_unicodetype_db.h", "C++", 0, 0, 0, 0, -6043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -34, -15, -6092
"d:\Code\Y4S12Software\Lib\site-packages\numba\_version.py", "Python", 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -6, -22
"d:\Code\Y4S12Software\Lib\site-packages\numba\capsulethunk.h", "C++", 0, 0, 0, 0, -84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -18, -109
"d:\Code\Y4S12Software\Lib\site-packages\numba\cext\__init__.py", "Python", 0, -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -24
"d:\Code\Y4S12Software\Lib\site-packages\numba\cext\cext.h", "C++", 0, 0, 0, 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -7, -22
"d:\Code\Y4S12Software\Lib\site-packages\numba\cext\dictobject.c", "C", 0, 0, 0, 0, 0, -711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -382, -173, -1266
"d:\Code\Y4S12Software\Lib\site-packages\numba\cext\dictobject.h", "C++", 0, 0, 0, 0, -68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -126, -35, -229
"d:\Code\Y4S12Software\Lib\site-packages\numba\cext\listobject.c", "C", 0, 0, 0, 0, 0, -549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -349, -80, -978
"d:\Code\Y4S12Software\Lib\site-packages\numba\cext\listobject.h", "C++", 0, 0, 0, 0, -61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -49, -28, -138
"d:\Code\Y4S12Software\Lib\site-packages\numba\cext\utils.c", "C", 0, 0, 0, 0, 0, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -9
"d:\Code\Y4S12Software\Lib\site-packages\numba\cloudpickle\__init__.py", "Python", 0, -15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -19
"d:\Code\Y4S12Software\Lib\site-packages\numba\cloudpickle\cloudpickle.py", "Python", 0, -1014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -224, -267, -1505
"d:\Code\Y4S12Software\Lib\site-packages\numba\cloudpickle\cloudpickle_fast.py", "Python", 0, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -14
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\analysis.py", "Python", 0, -488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -137, -98, -723
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\annotations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\annotations\pretty_annotate.py", "Python", 0, -241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -41, -284
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\annotations\template.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -114, 0, 0, 0, 0, 0, 0, 0, -31, -145
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\annotations\type_annotations.py", "Python", 0, -206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -33, -45, -284
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\base.py", "Python", 0, -966, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -87, -203, -1256
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\boxing.py", "Python", 0, -942, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -130, -240, -1312
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\bytecode.py", "Python", 0, -444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -71, -93, -608
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\byteflow.py", "Python", 0, -1673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -91, -275, -2039
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\caching.py", "Python", 0, -562, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -50, -120, -732
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\callconv.py", "Python", 0, -636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -169, -152, -957
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\callwrapper.py", "Python", 0, -147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -37, -43, -227
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\ccallback.py", "Python", 0, -101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -25, -136
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\cgutils.py", "Python", 0, -951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -53, -228, -1232
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\codegen.py", "Python", 0, -1062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -199, -207, -1468
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\compiler.py", "Python", 0, -648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -66, -112, -826
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\compiler_lock.py", "Python", 0, -38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -14, -57
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\compiler_machinery.py", "Python", 0, -361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -86, -464
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\config.py", "Python", 0, -345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -124, -134, -603
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\consts.py", "Python", 0, -89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, -14, -119
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\controlflow.py", "Python", 0, -744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -74, -155, -973
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\cpu.py", "Python", 0, -238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -32, -61, -331
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\cpu_options.py", "Python", 0, -153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -28, -182
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\datamodel\__init__.py", "Python", 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\datamodel\manager.py", "Python", 0, -54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -13, -69
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\datamodel\models.py", "Python", 0, -1045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -40, -301, -1386
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\datamodel\packer.py", "Python", 0, -174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -39, -214
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\datamodel\registry.py", "Python", 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -19
"d:\Code\Y4S12Software\Lib\site-packages\numba\core\datamodel\testing.py", "Python", 0, -111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -36, -151
