filename,,spectral_bandwidth,spectral_contrast,bpm,wav_entropy,wav_std_dev,weighted_cosine_similarity
"【Giga & KIRA】GETCHA!【本家演唱 ver.】 - 1.Giga & KIRA - GETCHA! (Self Cover ver.(Av754722305,P1).mp3",,2678.507245,21.59305069,129.1992188,0.049404373,14.016266,0.012319984
"【歌ってみた】共感覚おは?け covered by ヰ世界情緒 - 1.ヰ世界情緒_共感覚おは?け(Av81747125,P1).mp3",,2679.207548,21.36320931,92.28515625,0.04963234,13.260533,0.012315131
Strange Arrival - Plastic Death.mp3,,2679.530597,19.72764898,172.265625,0.048865959,13.207319,0.012312894
"[まどそふと] 【ハミダシクリエイティブ凸 あすみED】トキラキメキ【公式?FULL】 ボーカル：ヒ - 1.【ハミダシクリエイティブ凸 あすみED】トキラキメキ【公式?FULL】 ボー(Av692661650,P1).mp3",,2684.675041,22.59741615,135.9991776,0.049266205,14.565191,0.012277377
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 41.热情的埃达（Song by Mewhan）索尼娅（五十岚裕美）(Av300361986,P41).mp3",,2688.740028,22.48632532,129.1992188,0.049500765,14.055734,0.012249456
"SHIKI _ Pure Ruby  [Long Version] - 1.pure_1920(Av973146424,P1).mp3",,2694.694802,21.56656976,117.4538352,0.048601081,14.429059,0.012208785
"「若能化作星座」结束乐队／ tvアニメ「孤独摇滚」第12話劇中曲 - 1.【中日歌词_官方MV】「若能化作星座」结束乐队／ tvアニメ「孤独摇滚」第1(Av221640134,P1).mp3",,2696.765138,22.08334352,123.046875,0.049047486,14.199467,0.012194707
"【somunia熟肉】[ cover ] nekomeshi - やくしまるえつこ _ somuni - 1.[ cover ] nekomeshi - やくしまるえつこ _ somun(Av64059468,P1).mp3",,2697.085457,22.8066634,117.4538352,0.049109867,10.770825,0.012192532
"【MV】L?schen (Long ver.) - BlackY feat. Risa Yuzuki - 1.[Risa Yuzuki] Loschen_FIX(Av722907250,P1).mp3",,2697.255693,22.56417686,123.046875,0.049236234,14.931627,0.012191377
"1.【ゆいこんぬ】地球最后的告白(Av515192,P1).mp3",,2708.088335,22.45495701,95.703125,0.048821088,14.320772,0.012118285
"【异世界情绪】日文翻唱《レイニーブーツ_Rainy Boots》 - 1.ヰ世界情緒_レイニーフ?ーツ_zhang(Av978064949,P1).mp3",,2709.094879,21.36763279,143.5546875,0.049762477,14.019528,0.012111538
"DJ Myosuke - Virtual Euphoria【HARDCORE TANO_C】 - 1.DJ Myosuke - Virtual Euphoria【HARDCORE(Av693544487,P1).mp3",,2713.29543,19.64761848,172.265625,0.049304891,14.130572,0.012083462
"[碧蓝档案]兔兔小队OST113 - 1.[Blue Archive] Theme 113(Av768194583,P1).mp3",,2714.159611,21.62457472,172.265625,0.051604648,14.736962,0.012077702
Strange Arrival - Bruford.mp3,,2715.552216,20.2688253,161.4990234,0.048511896,13.356967,0.012068432
"[Bassline Yatteru LOL] ベースラインやってる？笑 - Camellia (Fe - 1.繁体中文字幕(Av48101721,P1).mp3",,2718.71765,21.85124003,129.1992188,0.048639338,14.366103,0.012047413
"Sobrem × Silentroom - Random _ BOFXVII Team [Clue] - 1.Random_youtube (1)(Av719068400,P1).mp3",,2719.574828,21.41343528,129.1992188,0.051351044,14.314586,0.012041734
かめりあ - Electromagnetic Stealth Girl Born In Philadelphia.mp3,,2730.144835,20.37507234,129.1992188,0.048548273,14.430254,0.011972139
"【音街ウナ】初恋日記【香椎モイミ】 - 1.【音街ウナ】初恋日記【香椎モイミ】(Av558130680,P1).mp3",,2736.966792,22.62181067,143.5546875,0.049976493,13.724872,0.011927648
Strange Arrival - Interior Deterioration.mp3,,2739.109515,19.88529495,151.9990809,0.048422962,12.613625,0.011913742
"ごめんね ごめんね／森中花咲(cover) - 1.ごめんね ごめんね／森中花咲(cover)(Av201743511,P1).mp3",,2740.397032,22.57069944,112.3471467,0.048635075,13.493182,0.011905402
"めりぃめりぃろんり～ - ちのい（original） - 1.めりぃめりぃろんり～ - ちのい（original）(Av437054824,P1).mp3",,2750.593507,22.45949521,117.4538352,0.049672785,13.139721,0.011839761
"【BOFU2016】Alice in Misanthrope - LeaF - 1.【BOFU2016】 Alice in Misanthrope -厭世アリス(Av7761098,P1).mp3",,2751.433754,21.53243342,172.265625,0.051048927,14.037649,0.011834384
バグ ? 25時、ナイトコードで。 × 鏡音レン.flac,,2756.329922,21.28621522,184.5703125,0.050458555,15.6163225,0.011803149
"#1f1e33 (Another long ''''#ant1p01e'''' version) - - 1.''''#ant1p01e'''' version(Av976702292,P1).mp3",,2757.434879,20.91009555,123.046875,0.047655614,12.816687,0.011796123
"かめりあ feat. ななひら - ?iиorz? - 1.かめりあ feat. ななひら - ?iиorz?_3(Av592433402,P1).mp3",,2760.213874,21.54449451,112.3471467,0.048633392,15.526355,0.011778489
Beyond the way ? Vivid BAD SQUAD × 初音ミク.flac,,2762.937595,21.0033323,123.046875,0.050277453,14.890895,0.011761257
"【异世界情绪】日文翻唱《初恋日記》 - 1.【异世界情绪】日文翻唱《初恋日記》(Av690615688,P1).mp3",,2763.818943,22.66627467,143.5546875,0.049864185,13.756796,0.011755691
Kakeru - Do you love me？ (feat. りんたる).wav,,2764.524798,21.35985109,151.9990809,0.049520309,15.020572,0.011751238
"rejection - もう一回をエンドレス feat. 中村さんそ - 1.rejection - もう一回をエンドレス feat. 中村さんそ(Av79877357,P1).mp3",,2765.528786,22.37258318,89.10290948,0.049307117,13.389714,0.01174491
"【Giga】CH4NGE【本家演唱／中文CC字幕】 - 1.Giga - CH4NGEをうたいました (Self Cover) [MCY(Av295162306,P1).mp3",,2766.607297,21.71476365,117.4538352,0.051349294,13.892253,0.011738119
"t+pazolite - Cheatreal #TPZREMAKE - 1.t+pazolite - Cheatreal #TPZREMAKE-3hPf(Av247499138,P1).mp3",,2768.374984,20.27852849,99.38401442,0.048564912,13.925358,0.011727006
PaⅢ.SENSATION ? Vivid BAD SQUAD × 初音ミク × 鏡音リン.flac,,2769.497398,21.2089689,184.5703125,0.049272507,15.204892,0.011719961
Laur - Chaos Emperor.mp3,,2773.237789,19.89677962,95.703125,0.050199712,13.578499,0.011696543
"USAO - Big Daddy - 1.USAO - Big Daddy(Av53583384,P1).mp3",,2773.963178,19.84212036,95.703125,0.04872254,13.380479,0.011692013
クモヒトデのうまる砂の上で - 桃寝ちのい × 桜苺ちる （cover）.flac,,2774.077147,22.19749369,143.5546875,0.050730112,14.916785,0.011691301
DJ Myosuke & Gram & t+pazolite - Σ.wav,,2778.692711,19.4858071,112.3471467,0.05006416,14.489488,0.011662559
Angel (feat. 可不)-猫乃ルル.mp3,,2783.402071,22.97294242,161.4990234,0.051661431,11.421384,0.011633378
Palace of Melancholia ? かたぎり [Corsace Open Grand Finals Tiebreaker].flac,,2786.677989,19.86632541,112.3471467,0.047989125,14.079039,0.011613165
"Rejection - Signal (ft. SUCH) _ Future Core 2020 - 1.Rejection - Signal (ft. SUCH) - Future(Av330120766,P1).mp3",,2791.205739,21.8041296,117.4538352,0.04828308,12.239272,0.011585344
"【异世界情绪】日文翻唱《夜顔の告白_夜颜的告白》 - 1.ヰ世界情緒_夜顔の告白（中文字幕）(Av542494035,P1).mp3",,2793.498322,21.76015189,103.359375,0.049496751,15.157962,0.011571308
"【瓦利斯】原创歌曲 #016《革命バーチャルリアリティ（覚醒 ver.）_革命虚拟现实（觉醒 ver - 1.0222_VALIS_MV_online_zhang(Av211799193,P1).mp3",,2794.132359,22.04286709,95.703125,0.049633322,15.178171,0.011567432
リンリン?がぁらふぁらんど - 桃寝ちのい × 日あさ寝 （cover）.flac,,2797.150703,23.23203854,86.1328125,0.049632016,16.483189,0.011549016
"【翻唱】ヨワネハキ feat. 和ぬか, asmi - MAISONdes (Cover) _ KM - 1.ヨワネハキ feat. 和ぬか, asmi - MAISONdes (Cov(Av854121796,P1).mp3",,2798.353358,23.07345031,107.6660156,0.050559465,13.0069065,0.011541695
Awake Now 小豆沢 こはね アナザーボーカル プロセカ.flac,,2806.09347,21.72669492,117.4538352,0.051814912,15.16107,0.011494797
"【USAO】Try again【Bright Colors 4】 - 1.1(Av17716422,P1).mp3",,2807.160925,20.94085892,86.1328125,0.048354213,13.55605,0.011488359
RAPHIIEL - Ведьма Ведьма Ведьма!.flac,,2811.34028,21.74162515,89.10290948,0.046880204,12.661117,0.011463222
"『音击』ONGEKI Sound Collection 06「Transcend Lights」／赤 - 1.01.Transcend Lights(Av379997392,P1).mp3",,2818.225422,22.23857881,103.359375,0.048713006,14.801751,0.01142205
"【异世界情绪】#15 《ディメンション_DIMENSION》原创歌曲MV - 1.テ?ィメンション_zhang2(Av633503357,P1).mp3",,2826.892995,21.85967611,92.28515625,0.050132093,14.474841,0.011370638
"论Sound Chimera切换了多少种曲风 - 1.Sound Chimera_1(Av850624827,P1).mp3",,2830.271669,19.77580077,95.703125,0.048437385,14.161273,0.011350723
Strange Arrival - Dissolve.mp3,,2840.300919,19.62526153,161.4990234,0.048296823,14.068987,0.011292014
"OZIGIRI - ぼっち?ざ?ぐらいんど！ BOCCHI THE GRIND! - 1.OZIGIRI - ぼっち?ざ?ぐらいんど！ BOCCHI THE GRIN(Av476954412,P1).mp3",,2842.48687,19.42934917,117.4538352,0.05200401,13.221459,0.011279299
【BOFXVII】saaa ft. MC iwata Bros. - Head BONK ache【BGA】.wav,,2846.322091,19.80137894,161.4990234,0.051020839,12.879247,0.011257059
"SOS - 桃寝ちのい （cover） - 1.SOS - 桃寝ちのい （cover）(Av823083339,P1).mp3",,2846.865738,22.40632673,135.9991776,0.049229581,12.938652,0.011253913
"【奥术魔刃 House】ぱすたすきゃっと _ ななひら(Cover_) - 1.【奥术魔刃 House】ぱすたすきゃっと _ ななひら(Cover-)_ne(Av584260110,P1).mp3",,2849.280504,21.40097587,129.1992188,0.051834394,15.704907,0.011239963
"Laur - Viyella's Nightmare - 1.Laur - Viyella’s Nightmare [2nd Album (Av808180859,P1).mp3",,2859.318126,20.42787467,112.3471467,0.048531713,12.50184,0.011182344
"悶々ふぁんもおらん - 桃寝ちのい （cover） - 1.悶々ふぁんもおらん - 桃寝ちのい （cover）(Av908915179,P1).mp3",,2859.743761,21.52893956,123.046875,0.050455117,13.070744,0.011179914
"C-Show VS DJ Genki - BLACK LABEL - 1.C-Show VS DJ Genki - BLACK LABEL(Av947212375,P1).mp3",,2861.299131,20.07338617,172.265625,0.050017058,13.171327,0.011171042
"【FRENZ2013】 B.B.K.K.B.K.K. 【BOF2013】 - 1.1(Av770385,P1).mp3",,2862.078324,21.25916177,172.265625,0.05155903,14.910024,0.011166603
"【Arcaea】C-Show - GIMME DA BLOOD - 1.【Arcaea】C-Show - GIMME DA BLOOD(Av972121198,P1).mp3",,2864.988265,19.7395471,112.3471467,0.05139234,13.971512,0.011150056
"[A]ddiction _ GigaReol×EVO+ - 1.1(Av3232086,P1).mp3",,2866.123281,21.36895873,161.4990234,0.04997263,14.211921,0.011143615
"【BSWC 2022 Grand Finals Tiebreaker】Kry.exe feat. I - 1.【BSWC 2022 Grand Finals Tiebreaker】Kry(Av514682052,P1).mp3",,2875.3777,20.68444483,117.4538352,0.048121233,13.051391,0.011091376
"INTERNET YAMERO _ covered by 藍月なくる - 1.INTERNET YAMERO _ covered by 藍月なくる(Av569023930,P1).mp3",,2876.5275,21.23017605,92.28515625,0.049200356,14.248783,0.01108492
Let's Rock.flac,,2882.590395,19.79925992,103.359375,0.049547658,13.914986,0.011051
Shuhei __Imperial Circus Dead Decadence- _黄泉より聴こゆ.mp3,,2891.456522,21.29682615,112.3471467,0.046821554,13.339179,0.011001769
"Laur - DANGEROOOOUS JUNGLE (Extended) - 1.Laur - DANGEROOOOUS JUNGLE (Extended)(Av605133296,P1).mp3",,2902.711048,19.58905539,161.4990234,0.049235429,13.353356,0.010939905
"【PV】twinkle night 【somunia solo ver】 - 1.twinkle night [somunia solo ver_PV](72(Av795945802,P1).mp3",,2908.792241,21.45987881,86.1328125,0.052912697,15.122497,0.010906766
"【ななひら】INTERNET OVERDOSE - 1.【ななひら】INTERNET OVERDOSE(Av893089617,P1).mp3",,2910.420753,22.84730855,161.4990234,0.049532201,15.095695,0.010897926
"キッカイケッタイ - ちのい （cover） - 1.キッカイケッタイ - ちのい （cover）(Av482131061,P1).mp3",,2913.810704,21.79392147,107.6660156,0.052538543,16.984388,0.01087957
"幸福な死を - 桃寝ちのい （cover） - 1.幸福な死を - 桃寝ちのい （cover）(Av483465375,P1).mp3","J-Pop, Cover, Vocal, Emotional, Melancholic",2915.724538,22.19396275,86.1328125,0.048021959,12.03341,0.010869234
Hellfish - The Decimator.mp3,"Hardcore, Electronic, Aggressive, Industrial, Intense",2918.963658,19.33889283,107.6660156,0.048726185,13.297499,0.010851785
"もうそう?えくすぷれす - ちのい （cover） - 1.もうそう?えくすぷれす - ちのい （cover）(Av949622181,P1).mp3","J-Pop, Cover, Vocal, Cute, Upbeat",2919.889456,22.55369916,99.38401442,0.048916073,14.1424465,0.010846808
"エヌ - ちのい （cover） - 1.エヌ - ちのい （cover）(Av694615330,P1).mp3","J-Pop, Cover, Vocal, Emotional, Dramatic",2932.389515,23.3564612,66.25600962,0.049363016,15.152718,0.010780055
"USAO-WildFire - 1.USAO-WildFire(Av507336583,P1).mp3","Hardcore, Electronic, Aggressive, Intense, Fast-Paced",2936.60959,19.76933864,103.359375,0.049523794,13.04916,0.010757704
BetoRtallu - かたぎり(katagiri) - STRONG 280（Long ver.）.mp3,"EDM, Electronic, Dance, Energetic, Intense",2945.134656,19.75547866,92.28515625,0.049024156,14.778918,0.010712833
かたぎり - かたぎりの長い午後 - One of Us.flac,"Hardcore, Breakcore, Rock, Aggressive",2952.827031,19.09269915,129.1992188,0.048792741,13.224951,0.010672666
"ロータスイーター - ちのい （cover） - 1.ロータスイーター - ちのい （cover）(Av864415142,P1).mp3",,2954.721185,21.41748307,95.703125,0.050650511,13.313257,0.010662821
"【OWC2021 Grand Finals Tiebreaker】Yooh - RPG - 1.[osu!] Yooh - RPG (OWC2021 Grand Final(Av634326949,P1).mp3",,2955.306107,20.26487776,107.6660156,0.047790446,13.598321,0.010659785
"INTERNET OVERDOSE - ちのい （cover） - 1.INTERNET OVERDOSE - ちのい （cover）(Av482098543,P1).mp3",,2967.582153,22.60778282,161.4990234,0.049519813,14.420319,0.010596456
Ad astra per aspera.flac,,2982.75389,20.67679088,99.38401442,0.048881763,12.833223,0.01051922
"ちゅ、多様性。 - ちのい （cover） - 1.ちゅ、多様性。 - ちのい （cover）(Av652264749,P1).mp3",,2988.824482,22.68150561,151.9990809,0.050168686,14.929951,0.010488631
"DJ Myosuke - Behemoth (Extended Mix)【太鼓の達人】 - 1.DJ Myosuke - Behemoth (Extended Mix)【太(Av439269572,P1).mp3",,3006.071007,19.2009879,95.703125,0.049468244,13.935154,0.010402689
Kobaryo - SUPER REACTOR X [feat. HiTNEX-X].flac,,3010.921325,20.4067076,151.9990809,0.049889988,12.997785,0.010378773
RVOLT - Out Of Control.mp3,,3020.553703,18.97987503,99.38401442,0.049584321,12.825072,0.010331601
"Kobaryo - Glitched Character - 1.Kobaryo - Glitched Character-s4KeHXqVb(Av671656787,P1).mp3",,3027.982119,20.44850231,112.3471467,0.048663428,13.739348,0.010295514
"おくすり飲んで寝よう - 桃寝ちのい （cover） - 1.おくすり飲んで寝よう - 桃寝ちのい （cover）(Av865533343,P1).mp3",,3068.93438,21.83054325,129.1992188,0.050106346,14.307966,0.01010101
