filename,spectral_bandwidth,spectral_contrast,bpm,wav_30_to_40,wav_entropy,wav_std_dev
"【异世界情绪】日文翻唱《真生活》 - 1.ヰ世界情緒_真生活_zhang(Av638020168,P1).mp3",2340.0797326160655,23.62295957458514,129.19921875,,20.41651,12.265381
"【异世界情绪】日文翻唱《第三の心臓_第三心脏》 - 1.ヰ世界情緒_第三の心臓_zhang(Av505646910,P1).mp3",2498.198583767381,22.191086728667862,112.34714673913044,,20.175737,13.838863
"【异世界情绪】日文翻唱《誰か、海を。_谁来、将海。》 - 1.ヰ世界情緒_誰か、海を。_最终(Av546832696,P1).mp3",2260.4280123039634,24.309452212027413,143.5546875,,20.655872,14.712647
"【异世界情绪】日文翻唱《運命_命运》 - 1.ヰ世界情緒_運命_zhang(Av893461504,P1).mp3",2657.0914469242716,21.65825793358262,89.10290948275862,,20.232555,13.366682
"【异世界情绪】日文翻唱《鳥の詩_鸟之诗》 - 1.【情】鸟之诗(Av332262023,P1).mp3",2382.121378695294,23.44903605753198,123.046875,,20.987558,14.814895
"【来自深渊】Hanezeve Caradhina 日曲完整版 - 1.1(Av16693457,P1).mp3",2237.375858935525,23.743792184810534,161.4990234375,,20.060425,11.937966
"【東方神霊廟】～ 聖徳伝説 ～ True Administrator ～ 原曲【高音質】 - 1.1(Av264927,P1).mp3",2385.203643381911,22.715702280939166,107.666015625,,20.857033,15.627164
"【櫻花アリス】 透明哀歌 【こぬこ／Cover】 - 1.1(Av1586207,P1).mp3",2558.3200378053,22.0655817683294,112.34714673913044,,20.212002,13.653698
"【歌ってみた】MACARON covered by ヰ世界情緒 - 1.ヰ世界情緒_Macaron(Av82653007,P1).mp3",2593.133981044821,21.724555331413804,143.5546875,,20.126282,14.559101
"【歌ってみた】あなぐらぐらし covered by ヰ世界情緒 - 1.ヰ世界情緒_あなぐらぐらし(Av884526676,P1).mp3",2441.580844384406,22.823826310995518,129.19921875,,20.961428,11.451294
"【歌ってみた】エンドロール covered by ヰ世界情緒 - 1.ヰ世界情緒_エンドロール(Av711943915,P1).mp3",2384.071048865094,22.28876140912842,151.99908088235293,,20.481644,16.813213
"【歌ってみた】メテオ covered by ヰ世界情緒 - 1.ヰ世界情緒_メテオ(Av926201717,P1).mp3",2582.2292239344165,23.8945730062776,143.5546875,,21.45007,12.955002
"【歌ってみた】共感覚おばけ covered by ヰ世界情緒 - 1.ヰ世界情緒_共感覚おばけ(Av81747125,P1).mp3",2679.207547929294,21.363209307008052,92.28515625,,20.148153,13.260533
"【歌ってみた】垂直落下 covered by ヰ世界情緒 - 1.ヰ世界情緒_垂直落下(Av925826419,P1).mp3",2117.7976389206806,24.65732889055151,95.703125,,20.508682,16.231913
【歌ってみた】少女レイ ⧸ covered by ヰ世界情緒.wav,2652.268940832351,22.26141123511363,151.99908088235293,,20.583273,13.592694
"【歌ってみた】白昼夢 covered by ヰ世界情緒 - 1.ヰ世界情緒_白昼夢(Av926693430,P1).mp3",2476.031964641573,21.768673355825324,86.1328125,,20.463432,15.014877
"【歌ってみた】蜜月アン・ドゥ・トロワ covered by ヰ世界情緒 - 1.ヰ世界情緒_蜜月アンドゥトロワ(Av83986529,P1).mp3",2372.958926706071,25.03621837636746,184.5703125,,20.425377,14.406434
"【理芽】 #08「食虫植物」 （Official Music Video） - 1.rim_syokuchu_1230_1(Av81877256,P1).mp3",2064.9876958593313,22.922760041440846,123.046875,,19.822823,12.490356
"【瓦利斯】原创歌曲 #016《革命バーチャルリアリティ（覚醒 ver.）_革命虚拟现实（觉醒 ver - 1.0222_VALIS_MV_online_zhang(Av211799193,P1).mp3",2794.1323591547866,22.042867094817044,95.703125,,20.147755,15.178171
"【病娇少女之歌】 要有礼貌哦 - 1.【病娇少女之歌】 要有礼貌哦(Av771007017,P1).mp3",2578.740074461583,20.955317452974395,129.19921875,,19.974197,12.202189
"【翻唱】Phony - ツミキ _ 町田千麻(Cover) - 1.phony(Av419711743,P1).mp3",2590.160574066714,22.439957970036787,172.265625,,19.950302,14.529998
"【翻唱】ド屑 _ 大人渣 - なきそ _ 町田千麻 (Cover) - 1.ド屑 - なきそ _ 町田ちま(Cover)(Av300846932,P1).mp3",2340.2318565095234,21.891392584229944,117.45383522727273,,19.304056,14.247328
"【翻唱】ヨワネハキ feat. 和ぬか, asmi - MAISONdes (Cover) _ KM - 1.ヨワネハキ feat. 和ぬか, asmi - MAISONdes (Cov(Av854121796,P1).mp3",2798.3533578064134,23.073450307389127,107.666015625,,19.77869,13.0069065
"【翻唱】ヴァンパイア_vampire【白雪艾莉娅】 - 1.ヴァンパイア　完成(Av502558563,P1).mp3",2553.1486348219355,22.283939510286775,161.4990234375,,19.875065,15.808834
"【翻唱】可爱的女朋友 ／ syudou【Kotone(天神子兔音)cover】 - 1.【翻唱】可爱的女朋友 ／ syudou【Kotone(天神子兔音)cover(Av760822497,P1).mp3",2567.5550719884386,23.676723370781716,161.4990234375,,19.413927,16.225584
"【翻唱】精神电锯 ／ かいりきベア【Kotone(天神子兔音)cover】 - 1.【翻唱】精神电锯 ／ かいりきベア【Kotone(天神子兔音)cover】(Av545527667,P1).mp3",2539.7906039683994,21.735966591973302,184.5703125,,19.84517,16.28179
"【翻唱】致我所珍视的人（大切な人たちへ）cover.by 白咲べる - 1.致我所珍视的人(Av885435952,P1).mp3",1901.883398366157,26.408836329793537,69.83741554054055,,20.226742,16.60787
"【花谱】「不埒な喝采_不羁的喝彩」原创歌曲 - 1.不羁的喝彩(Av504244351,P1).mp3",2128.888287915242,22.01133174161551,161.4990234375,,19.720455,14.755088
"【萌系音乐】未完成ロマンチック - ミツキヨ (Feat.ことのは) - 1.01. 未完成ロマンチック(Feat.ことのは)(Av76914322,P1).mp3",2478.780233447478,21.97444308635323,123.046875,,20.427517,15.87821
"【谢拉×Mana】magnet【贴贴】 - 1.【シエラ×マナ】magnet【歌ってみた】(Av70374361,P1).mp3",2457.03088620644,22.7794694766296,107.666015625,,20.290829,16.057297
"【音街ウナ】初恋日記【香椎モイミ】 - 1.【音街ウナ】初恋日記【香椎モイミ】(Av558130680,P1).mp3",2736.96679183226,22.62181067131829,143.5546875,,20.009407,13.724872
"おくすり飲んで寝よう - 桃寝ちのい （cover） - 1.おくすり飲んで寝よう - 桃寝ちのい （cover）(Av865533343,P1).mp3",3068.9343801228665,21.830543250597138,129.19921875,,19.957552,14.307966
かたぎり - かたぎりの長い午後 - One of Us.flac,2952.8270310482962,19.092699152089114,129.19921875,,20.494852,13.224951
かねこちはる - TEmPTaTiON.mp3,2486.942476342086,22.869240790972945,161.4990234375,,19.55218,16.050844
かめりあ - Electromagnetic Stealth Girl Born In Philadelphia.mp3,2730.144834539906,20.37507233807376,129.19921875,,20.598055,14.430254
"かめりあ feat. ななひら - ƒiиorzᾶ - 1.かめりあ feat. ななひら - ƒiиorzᾶ_3(Av592433402,P1).mp3",2760.2138739405223,21.544494505413457,112.34714673913044,,20.562004,15.526355
"きゅうくらりん (cover) _ 鎖那 - 1.きゅうくらりん (cover) _ 鎖那(Av772160575,P1).mp3",2533.8231823486144,21.57093011587014,112.34714673913044,,20.144716,15.31147
"きゅうくらりん - ちのい （cover） - 1.きゅうくらりん - ちのい （cover）(Av736918126,P1).mp3",2493.059134333098,22.119835457593656,112.34714673913044,,20.15917,14.429519
"ごめんね ごめんね／森中花咲(cover) - 1.ごめんね ごめんね／森中花咲(cover)(Av201743511,P1).mp3",2740.3970318450897,22.57069943568976,112.34714673913044,,20.561293,13.493182
"ちゅ、多様性。 - ちのい （cover） - 1.ちゅ、多様性。 - ちのい （cover）(Av652264749,P1).mp3",2988.824481948135,22.68150561435331,151.99908088235293,,19.932753,14.929951
ひつじがいっぴき  ⧸ Vivid BAD SQUAD × MEIKO.flac,2372.4964595412453,21.653529623323426,135.99917763157896,,19.92971,13.582865
"めりぃめりぃろんり～ - ちのい（original） - 1.めりぃめりぃろんり～ - ちのい（original）(Av437054824,P1).mp3",2750.593506547676,22.459495205573784,117.45383522727273,,20.131748,13.139721
"もうそう♡えくすぷれす - ちのい （cover） - 1.もうそう♡えくすぷれす - ちのい （cover）(Av949622181,P1).mp3",2919.889456443643,22.553699159705626,99.38401442307692,,20.443178,14.1424465
ももいろの鍵 (feat. 花里みのり & 桐谷遥 & 桃井愛莉 & 日野森雫 & 巡音ルカ).flac,2395.6056500020145,21.873977007748845,83.35433467741936,,20.056538,16.047735
アニマルらんど.mp3,2585.2455251991546,22.605445319048872,151.99908088235293,,20.227768,14.298666
"エヌ - ちのい （cover） - 1.エヌ - ちのい （cover）(Av694615330,P1).mp3",2932.389514882825,23.356461197970457,66.25600961538461,,20.258081,15.152718
"キッカイケッタイ - ちのい （cover） - 1.キッカイケッタイ - ちのい （cover）(Av482131061,P1).mp3",2913.810704328313,21.793921473935598,107.666015625,,19.033646,16.984388
クモヒトデのうまる砂の上で - 桃寝ちのい × 桜苺ちる （cover）.flac,2774.077147032426,22.197493690770404,143.5546875,,19.712158,14.916785
"ステラの座 _ 雄之助 feat. 星界 - 1.ステラの座(Av980684562,P1).mp3",2361.7157052773837,23.25483521569073,99.38401442307692,,20.105976,14.719416
バグ ⧸ 25時、ナイトコードで。 × 鏡音レン.flac,2756.3299222647315,21.286215215257307,184.5703125,,19.818245,15.6163225
"マオ ／森中花咲(cover) - 1.マオ ／森中花咲(cover)(Av205002067,P1).mp3",2654.3238101963593,22.80445942719559,151.99908088235293,,20.19473,15.589237
マシュマリー (feat. 花里みのり & 桃井愛莉 & 初音ミク).flac,2508.2629833798933,24.61848863024811,123.046875,,20.143953,13.703001
リンリン♪がぁらふぁらんど - 桃寝ちのい × 日あさ寝 （cover）.flac,2797.150703471409,23.23203854487705,86.1328125,,20.148285,16.483189
"ロータスイーター - ちのい （cover） - 1.ロータスイーター - ちのい （cover）(Av864415142,P1).mp3",2954.7211847057465,21.41748306584955,95.703125,,19.743137,13.313257
"一如既往的场所 「いつもこの場所で」  AMV - 1.1(Av9676829,P1).mp3",2527.6594096143026,23.165098908162864,89.10290948275862,,20.682253,16.29602
"不断被替换的渺小存在【ゆえぽる】 - 1.1(Av621161,P1).mp3",2359.3939876538416,23.40963838446947,117.45383522727273,,20.370483,14.221934
人マニア - 桃寝ちのい（cover）.flac,2569.01523965565,22.025603080843123,151.99908088235293,,19.396358,13.133826
"今夜はブギー・バック - 小沢健二 featuring スチャダラパー｜covered by som - 1.今夜はブギー・バック - 小沢健二 featuring スチャダラパー｜co(Av637141452,P1).mp3",2110.5695633602063,22.727664210917172,92.28515625,,20.890997,13.955745
"冬之花，但是高音质(24bit 96khz flac) - 1.1(Av296055534,P1).mp3",2005.4986342049756,22.81138748400141,99.38401442307692,,20.447939,15.045616
"冰雪消融之时，我们能否「再会」？【艾因Eine&勺Shaun】翻唱 - 1.再会【艾因&勺】(Av418809225,P1).mp3",2593.652613059741,25.697490815047697,89.10290948275862,,20.345724,13.383694
"勺翻唱了死神 - 1.死神 _ 勺(Av889860452,P1).mp3",2400.6592219081263,22.88959537954242,117.45383522727273,,19.907305,12.695134
"命运 _ 春卷饭×煮儿果实 feat.初音未来＆v flower - 1.運命MV202108273mix02master01(Av805237466,P1).mp3",2504.98703254367,21.57637102031164,89.10290948275862,,20.163242,15.177249
"天 使 - 1.天使(Av376459307,P1).mp3",2567.4802562844325,22.424221855176885,123.046875,,19.035282,14.650862
"女の子になりたい _  まふまふ - 1.onnanokoninaritai(Av73334896,P1).mp3",2398.6515229794927,22.92074326898577,143.5546875,,20.282202,15.944994
"少女レイ- みきとP covered by 明透【cc字幕】 - 1.少女レイ- みきとP covered by 明透(Av514461244,P1).mp3",2355.9884594268783,22.756920694097303,151.99908088235293,,20.582886,14.70722
"山茶花 Camellia かめりあ - Exit This Earth's Atomosphere - 1.Camellia - Exit This Earth's Atomosphe(Av286636372,P1).mp3",2666.745047742699,21.118904439888553,172.265625,,20.778833,12.968903
"幸福な死を - 桃寝ちのい （cover） - 1.幸福な死を - 桃寝ちのい （cover）(Av483465375,P1).mp3",2915.7245384860316,22.193962749363443,86.1328125,,20.823807,12.03341
"悶々ふぁんもおらん - 桃寝ちのい （cover） - 1.悶々ふぁんもおらん - 桃寝ちのい （cover）(Av908915179,P1).mp3",2859.743761415896,21.52893955839333,123.046875,,19.819595,13.070744
"携帯恋話／rie - 1.AAAAA(Av841455089,P1).mp3",2518.2728407205777,23.537341322989015,151.99908088235293,,20.403818,13.010188
星野-Say so.mp3,2375.5007433037003,23.43000277170034,112.34714673913044,,20.302097,13.065678
果てのない旅.flac,2555.5480348418196,22.137282912861757,117.45383522727273,,19.800268,14.598496
玩具⧸ V.W.P #10【系譜曲】.wav,2540.755886544382,21.029958364815815,161.4990234375,,20.11763,15.195558
"知りたい - 水野あつ covered by 存流【cc字幕】 - 1.【歌ってみた】知りたい - 水野あつ covered by 存流(Av547227860,P1).mp3",2610.2433849293548,22.75081331221917,161.4990234375,,19.451756,12.159897
"稲葉曇『ラグトレイン』Vo. 歌愛ユキ _ 稻叶昙- Lagtrain (Vo. 歌爱雪) - 1.ラグトレイン(Av883823306,P1).mp3",2614.3662422888815,21.472403704470214,143.5546875,,20.370869,14.519412
"稲葉曇『ロストアンブレラ』Vo. 歌愛ユキ _ 稻叶昙- Lost Umbrella (Vo. 歌爱 - 1.P1(Av20410843,P1).mp3",2549.824899434027,21.54897385182914,135.99917763157896,,20.058702,14.205545
"索姆尼娅酱 - にどねどりーむ！ - 1.そむにあちゃん - にどねどりーむ！(Av340371032,P1).mp3",2501.901183894061,23.608909135837784,89.10290948275862,,19.799145,16.05169
"自制中文字幕【初音ミク】重新分娩【MARETU】 - 1.1(Av13814000,P1).mp3",2629.991090448109,21.83504665246099,129.19921875,,20.338997,15.766761
"论Sound Chimera切换了多少种曲风 - 1.Sound Chimera_1(Av850624827,P1).mp3",2830.2716690440684,19.775800771329717,95.703125,,20.64521,14.161273
"醒餞の鳥(Seisen no Tori) - Feryquitous feat. Risa Yuzu - 1.seisennotori_youtube(Av205840666,P1).mp3",2632.8776069762894,23.576907354167798,89.10290948275862,,20.314625,15.651826
