filename,genre,spectral_bandwidth,spectral_contrast,bpm,wav_entropy,wav_std_dev,weighted_cosine_similarity
"OZIGIRI - ぼっち?ざ?ぐらいんど！ BOCCHI THE GRIND! - 1.OZIGIRI - ぼっち?ざ?ぐらいんど！ BOCCHI THE GRIN(Av476954412,P1).mp3",,2842.48687,19.42934917,117.4538352,0.05200401,13.221459,0.448229527
"【异世界情绪】日文翻唱《ギャラリア_画廊》 - 1.ヰ世界情緒_ギャラリア_zhang(Av553398807,P1).mp3",,2329.855079,21.6957706,103.359375,0.049970792,11.776058,0.444452603
"【BSWC 2022 Grand Finals Tiebreaker】Kry.exe feat. I - 1.【BSWC 2022 Grand Finals Tiebreaker】Kry(Av514682052,P1).mp3",,2875.3777,20.68444483,117.4538352,0.048121233,13.051391,0.4423888
"ごめんね ごめんね／森中花咲(cover) - 1.ごめんね ごめんね／森中花咲(cover)(Av201743511,P1).mp3",,2740.397032,22.57069944,112.3471467,0.048635075,13.493182,0.431074658
"かめりあ feat. ななひら - ?iиorz? - 1.かめりあ feat. ななひら - ?iиorz?_3(Av592433402,P1).mp3",,2760.213874,21.54449451,112.3471467,0.048633392,15.526355,0.427426982
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 2.Ⅶ. THE RUST（Song by 茅原实里）A.A.（茅原实里）(Av300361986,P2).mp3",,2414.926485,24.21505631,103.359375,0.049294679,11.355388,0.424689101
DJ Myosuke & Gram & t+pazolite - Σ.wav,,2778.692711,19.4858071,112.3471467,0.05006416,14.489488,0.424076134
Palace of Melancholia ? かたぎり [Corsace Open Grand Finals Tiebreaker].flac,,2786.677989,19.86632541,112.3471467,0.047989125,14.079039,0.42264299
"【歌ってみた】垂直落下 covered by ヰ世界情緒 - 1.ヰ世界情緒_垂直落下(Av925826419,P1).mp3",,2117.797639,24.65732889,95.703125,0.048759837,16.231913,0.42196161
"【BGA】 彁 - LeaF - 1.彁(Av247469165,P1).mp3",,2605.729763,22.99041256,107.6660156,0.051181846,13.722657,0.421085598
"Laur - Viyella's Nightmare - 1.Laur - Viyella’s Nightmare [2nd Album (Av808180859,P1).mp3",,2859.318126,20.42787467,112.3471467,0.048531713,12.50184,0.410004611
"【Arcaea】C-Show - GIMME DA BLOOD - 1.【Arcaea】C-Show - GIMME DA BLOOD(Av972121198,P1).mp3",,2864.988265,19.7395471,112.3471467,0.05139234,13.971512,0.409047448
Shuhei __Imperial Circus Dead Decadence- _黄泉より聴こゆ.mp3,,2891.456522,21.29682615,112.3471467,0.046821554,13.339179,0.404633719
"ステラの座 _ 雄之助 feat. 星界 - 1.ステラの座(Av980684562,P1).mp3",,2361.715705,23.25483522,99.38401442,0.049736456,14.719416,0.399717575
"【翻唱】ヨワネハキ feat. 和ぬか, asmi - MAISONdes (Cover) _ KM - 1.ヨワネハキ feat. 和ぬか, asmi - MAISONdes (Cov(Av854121796,P1).mp3",,2798.353358,23.07345031,107.6660156,0.050559465,13.0069065,0.386031477
"今夜はブギー?バック - 小沢健二 featuring スチャダラパー｜covered by som - 1.今夜はブギー?バック - 小沢健二 featuring スチャダラパー｜co(Av637141452,P1).mp3",,2110.569563,22.72766421,92.28515625,0.04786751,13.955745,0.384723558
"「吉他与孤独与蓝色星球」第五集live部分插曲—結束バンド【孤独摇滚】 - 1.ギターと孤独と蒼い惑星(Av562317092,P1).mp3",,2265.562617,22.41718274,95.703125,0.049496676,16.215801,0.384627548
"Kobaryo - Glitched Character - 1.Kobaryo - Glitched Character-s4KeHXqVb(Av671656787,P1).mp3",,3027.982119,20.44850231,112.3471467,0.048663428,13.739348,0.383211734
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 10.篝火（Song by konoco）琳恩（村上奈津实）(Av300361986,P10).mp3",,2623.569058,23.55123352,103.359375,0.048157473,12.453123,0.382480032
"【异世界情绪】日文翻唱《V〈Re-birth version〉》 - 1.ヰ世界情緒_V（中文字幕）(Av969959488,P1).mp3",,2483.760472,22.84484667,99.38401442,0.048899576,11.991571,0.374211957
Kobaryo feat. Srezcat - Darkmoon Dissolve.flac,,2677.4244,21.06740272,103.359375,0.049995003,13.474708,0.372837386
"Gram VS Kobaryo - Yggdrasil - 1.Gram VS Kobaryo - Yggdrasil【The Requie(Av499586562,P1).mp3",,2508.594255,21.21792667,99.38401442,0.047370083,14.493076,0.369394781
"キッカイケッタイ - ちのい （cover） - 1.キッカイケッタイ - ちのい （cover）(Av482131061,P1).mp3",,2913.810704,21.79392147,107.6660156,0.052538543,16.984388,0.367538104
Hellfish - The Decimator.mp3,,2918.963658,19.33889283,107.6660156,0.048726185,13.297499,0.3667519
"【ナースロボ＿タイプＴ Caramel Act.2】たぶん _ 大概【UTAU cover +UST - 1.たぶん(Av796569992,P1).mp3",,2033.060012,23.89752187,89.10290948,0.048972776,13.088824,0.366008211
"【OWC2021 Grand Finals Tiebreaker】Yooh - RPG - 1.[osu!] Yooh - RPG (OWC2021 Grand Final(Av634326949,P1).mp3",,2955.306107,20.26487776,107.6660156,0.047790446,13.598321,0.36129679
"【官方】King Gnu - 《三文小说》MV（日剧《35岁的少女》主题曲） - 1.KG_SS_H264_4K_1102(Av508903187,P1).mp3",,2054.806353,22.9134146,89.10290948,0.048662344,12.122523,0.360250843
Hellfish - Doctor Beak.mp3,,2571.692067,19.32249956,99.38401442,0.048563163,13.939249,0.357670904
"【官方】King Gnu - 《白日》MV（日剧《冤罪律师》主题曲） - 1.KG_HAKUJITSU_H264_0210final(Av465676178,P1).mp3",,2237.4282,22.10518261,92.28515625,0.048742883,15.38418,0.354126189
"【Mili】Vitamins--  Mili feat World s end girlfriend - 1.Vitamins--Mili feat World s end girlfr(Av38560371,P1).mp3",,2409.031509,23.351596,95.703125,0.048462135,12.840541,0.353908995
"【异世界情绪】日文翻唱《夜顔の告白_夜颜的告白》 - 1.ヰ世界情緒_夜顔の告白（中文字幕）(Av542494035,P1).mp3",,2793.498322,21.76015189,103.359375,0.049496751,15.157962,0.35355178
"『音击』ONGEKI Sound Collection 06「Transcend Lights」／赤 - 1.01.Transcend Lights(Av379997392,P1).mp3",,2818.225422,22.23857881,103.359375,0.048713006,14.801751,0.349687887
"【异世界情绪】【音楽的同位体星界】異星にいこうね_去往异星吧 ヰ世界情緒 feat. 星界 - 1.【异世界情绪】【音楽的同位体星界】異星にいこうね_去往异星吧 ヰ世界情緒 f(Av262779075,P1).mp3",,2452.040929,21.39883354,95.703125,0.050221529,11.646493,0.345595525
"【官方MV_中日特效字幕】那个乐队「あのバンド」_ 孤独摇滚第八话插曲 - 1.【官方MV_中日特效字幕】那个乐队「あのバンド」_ 孤独摇滚第八话插曲(Av690575311,P1).mp3",,2481.342487,21.84193075,95.703125,0.049705906,15.408364,0.340144091
Let's Rock.flac,,2882.590395,19.79925992,103.359375,0.049547658,13.914986,0.340001473
"USAO-WildFire - 1.USAO-WildFire(Av507336583,P1).mp3",,2936.60959,19.76933864,103.359375,0.049523794,13.04916,0.33226386
"【异世界情绪】日文翻唱《海の幽霊_海的幽灵》 - 1.ヰ世界情緒_海の幽霊_zhang(Av550194449,P1).mp3",,2173.065845,24.96483259,89.10290948,0.049133048,13.296411,0.331758995
"【めぐ】Flyer! - 1.【オリジナルMV】「Flyer! 」歌ってみたver.めぐ - ニコニコ動画(Av767684721,P1).mp3",,2528.272689,23.04638386,95.703125,0.04972754,17.493908,0.331751438
"【官方】King Gnu - 《Prayer X》MV（动画《战栗杀机》ED） - 1.Prayer X_fin0911(Av678263203,P1).mp3",,2037.394789,22.38171915,86.1328125,0.049914255,14.360525,0.325736316
"t+pazolite - Cheatreal #TPZREMAKE - 1.t+pazolite - Cheatreal #TPZREMAKE-3hPf(Av247499138,P1).mp3",,2768.374984,20.27852849,99.38401442,0.048564912,13.925358,0.325325886
【BOFXVII】 Lidelle x Sobrem x Sennzai - self-dissociation【BGA】.flac,,2646.227304,21.39058316,95.703125,0.050250044,9.696545,0.31233686
"【异世界情绪】日文翻唱《熱異常_热异常》 - 1.【异世界情绪】日文翻唱《熱異常_热异常》(Av908754224,P1).mp3",,2488.475635,21.77626881,92.28515625,0.049009299,13.488453,0.305612346
"もうそう?えくすぷれす - ちのい （cover） - 1.もうそう?えくすぷれす - ちのい （cover）(Av949622181,P1).mp3",,2919.889456,22.55369916,99.38401442,0.048916073,14.1424465,0.304050748
"1.【ゆいこんぬ】地球最后的告白(Av515192,P1).mp3",,2708.088335,22.45495701,95.703125,0.048821088,14.320772,0.303019268
"「绝不会忘记」结束乐队／ TVアニメ「孤独摇滚」第12話劇中曲 - 1.【中日歌词_官方MV】「绝不会忘记」结束乐队／ TVアニメ「孤独摇滚」第12(Av521724987,P1).mp3",,2530.683724,21.76959296,92.28515625,0.049631725,15.586538,0.298706511
Ad astra per aspera.flac,,2982.75389,20.67679088,99.38401442,0.048881763,12.833223,0.296006034
Laur - Chaos Emperor.mp3,,2773.237789,19.89677962,95.703125,0.050199712,13.578499,0.293780997
"USAO - Big Daddy - 1.USAO - Big Daddy(Av53583384,P1).mp3",,2773.963178,19.84212036,95.703125,0.04872254,13.380479,0.293681269
"【异世界情绪】【音楽的同位体星界】とこしずめ_地镇 ヰ世界情緒 feat. 星界 - 1.【异世界情绪】【音楽的同位体星界】とこしずめ_地镇 ヰ世界情緒 feat. (Av433315834,P1).mp3",,2577.536401,20.89711062,92.28515625,0.050895279,13.858062,0.291393012
RVOLT - Out Of Control.mp3,,3020.553703,18.97987503,99.38401442,0.049584321,12.825072,0.291368226
"【瓦利斯】原创歌曲 #016《革命バーチャルリアリティ（覚醒 ver.）_革命虚拟现实（觉醒 ver - 1.0222_VALIS_MV_online_zhang(Av211799193,P1).mp3",,2794.132359,22.04286709,95.703125,0.049633322,15.178171,0.290934964
01 ｉｎ　ｆａｃｔ.wav,,2038.806631,24.45085535,83.35433468,0.04890958,12.257769,0.287290199
"论Sound Chimera切换了多少种曲风 - 1.Sound Chimera_1(Av850624827,P1).mp3",,2830.271669,19.77580077,95.703125,0.048437385,14.161273,0.286139387
"【V.W.P】《言霊_言灵》 _ V.W.P #6【Original MV】 - 1.言霊_220117_zhang(Av253310569,P1).mp3",,2264.402379,24.03051336,86.1328125,0.048679812,14.5861435,0.278121488
Kill 'Em All.wav,,2674.877285,19.57627971,92.28515625,0.050097651,12.227468,0.277279818
"【歌ってみた】共感覚おは?け covered by ヰ世界情緒 - 1.ヰ世界情緒_共感覚おは?け(Av81747125,P1).mp3",,2679.207548,21.36320931,92.28515625,0.04963234,13.260533,0.27668353
"索姆尼娅酱 - にと?ねと?りーむ！ - 1.そむにあちゃん - にと?ねと?りーむ！(Av340371032,P1).mp3",,2501.901184,23.60890914,89.10290948,0.050507232,16.05169,0.271630312
"命运 _ 春卷饭×煮儿果实 feat.初音未来＆v flower - 1.運命MV202108273mix02master01(Av805237466,P1).mp3",,2504.987033,21.57637102,89.10290948,0.049595198,15.177249,0.271168314
"ロータスイーター - ちのい （cover） - 1.ロータスイーター - ちのい （cover）(Av864415142,P1).mp3",,2954.721185,21.41748307,95.703125,0.050650511,13.313257,0.270764492
"一如既往的场所 「いつもこの場所で」  AMV - 1.1(Av9676829,P1).mp3",,2527.65941,23.16509891,89.10290948,0.048350632,16.29602,0.267821532
"DJ Myosuke - Behemoth (Extended Mix)【太鼓の達人】 - 1.DJ Myosuke - Behemoth (Extended Mix)【太(Av439269572,P1).mp3",,3006.071007,19.2009879,95.703125,0.049468244,13.935154,0.264891135
"【BOFU2017】 Lyrith -迷宮Lilith- 【FRENZ2017】 - 1.1(Av15249569,P1).mp3",,2573.069171,22.13729243,89.10290948,0.05096481,14.718673,0.261361288
"冰雪消融之时，我们能否「再会」？【艾因Eine&勺Shaun】翻唱 - 1.再会【艾因&勺】(Av418809225,P1).mp3",,2593.652613,25.69749082,89.10290948,0.049150377,13.383694,0.258534906
"【异世界情绪】#15 《ディメンション_DIMENSION》原创歌曲MV - 1.テ?ィメンション_zhang2(Av633503357,P1).mp3",,2826.892995,21.85967611,92.28515625,0.050132093,14.474841,0.257777763
"醒餞の鳥(Seisen no Tori) - Feryquitous feat. Risa Yuzu - 1.seisennotori_youtube(Av205840666,P1).mp3",,2632.877607,23.57690735,89.10290948,0.04922562,15.651826,0.253315601
"INTERNET YAMERO _ covered by 藍月なくる - 1.INTERNET YAMERO _ covered by 藍月なくる(Av569023930,P1).mp3","J-Pop, Vocal, Cover, Upbeat, Energetic",2876.5275,21.23017605,92.28515625,0.049200356,14.248783,0.251993138
"【异世界情绪】日文翻唱《運命_命运》 - 1.ヰ世界情緒_運命_zhang(Av893461504,P1).mp3","J-Pop, Pop Rock, Emotional, Rock, Vocal, Cover",2657.091447,21.65825793,89.10290948,0.049425294,13.366682,0.250198381
"【异世界情绪】#07 《とめどなき白情_无法停止的白情》原创歌曲MV - 1.（中字）とめと?なき白情(Av584957022,P1).mp3","J-Pop, Emotional, Upbeat, Vocals, Original",2474.349942,21.98966254,86.1328125,0.048612203,14.459753,0.244962065
"【歌ってみた】白昼夢 covered by ヰ世界情緒 - 1.ヰ世界情緒_白昼夢(Av926693430,P1).mp3","J-Pop, Emotional, Ballad, Vocal, Cover",2476.031965,21.76867336,86.1328125,0.048867657,15.014877,0.244728511
BetoRtallu - かたぎり(katagiri) - STRONG 280（Long ver.）.mp3,"Hardcore, Electronic, Experimental, Ambient, Atmospheric",2945.134656,19.75547866,92.28515625,0.049024156,14.778918,0.24441548
"【初音ミク ＆ 可不】成为空【MIMI】 - 1.P1(Av295707376,P1).mp3","J-Pop, Vocaloid, Electronic, Upbeat, Catchy",2305.959583,23.92787961,83.35433468,0.050836918,13.351496,0.238431622
"【Mili】Ga1ahad and Scientific Witchery （加拉哈德1号与科学性巫 - 1.1(Av3838286,P1).mp3","Electronic, Experimental, Vocaloid, Avant-Garde, Atmospheric",2307.061974,23.52963838,83.35433468,0.04955947,13.272704,0.238264656
"rejection - もう一回をエンドレス feat. 中村さんそ - 1.rejection - もう一回をエンドレス feat. 中村さんそ(Av79877357,P1).mp3",,2765.528786,22.37258318,89.10290948,0.049307117,13.389714,0.237139549
RAPHIIEL - Ведьма Ведьма Ведьма!.flac,,2811.34028,21.74162515,89.10290948,0.046880204,12.661117,0.232028727
ももいろの鍵 (feat. 花里みのり & 桐谷遥 & 桃井愛莉 & 日野森雫 & 巡音ルカ).flac,,2395.60565,21.87397701,83.35433468,0.049859054,16.047735,0.225588383
リンリン?がぁらふぁらんど - 桃寝ちのい × 日あさ寝 （cover）.flac,,2797.150703,23.23203854,86.1328125,0.049632016,16.483189,0.207141304
"【USAO】Try again【Bright Colors 4】 - 1.1(Av17716422,P1).mp3",,2807.160925,20.94085892,86.1328125,0.048354213,13.55605,0.206158208
"【PV】twinkle night 【somunia solo ver】 - 1.twinkle night [somunia solo ver_PV](72(Av795945802,P1).mp3",,2908.792241,21.45987881,86.1328125,0.052912697,15.122497,0.19669581
"幸福な死を - 桃寝ちのい （cover） - 1.幸福な死を - 桃寝ちのい （cover）(Av483465375,P1).mp3",,2915.724538,22.19396275,86.1328125,0.048021959,12.03341,0.196082928
"【官方】King Gnu - 《飞行艇》MV - 1.HIKOUTEI_MASTER_0809fin(Av978670080,P1).mp3",,2517.894015,21.25246626,80.74951172,0.048962957,14.826579,0.182624538
"【翻唱】致我所珍视的人（大切な人たちへ）cover.by 白咲べる - 1.致我所珍视的人(Av885435952,P1).mp3",,1901.883398,26.40883633,69.83741554,0.0494395,16.60787,0.095230715
"エヌ - ちのい （cover） - 1.エヌ - ちのい （cover）(Av694615330,P1).mp3",,2932.389515,23.3564612,66.25600962,0.049363016,15.152718,0.020662876
